;victim;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;SURBs;total
5900;33;34;36;32;28;32;41;27;36;30;33;23;41;30;40;31;41;24;28;36;40;19;41;23;45;32;37;42;36;36;30;23;30;31;39;47;30;26;36;50;29;37;33;34;36;41;34;30;31;35;27;34;34;42;50;30;31;41;33;27;41;27;34;40;27;37;36;29;41;30;25;34;36;29;34;38;35;34;32;26;43;27;33;42;26;23;27;33;24;26;34;25;32;33;35;31;41;30;31;35;29;48;36;31;36;28;31;30;40;33;23;36;36;40;36;34;34;27;34;23;33;45;38;36;33;33;43;42;32;32;33;28;23;31;28;34;26;25;39;31;31;25;34;43;43;29;21;32;28;33;33;32;35;43;35;31;29;19;33;40;36;34;31;31;32;38;0;5515
6000;31;27;33;36;33;38;39;32;35;25;25;28;43;26;35;28;34;34;37;37;31;34;34;41;25;26;32;32;27;45;39;40;29;20;30;30;32;41;33;34;20;28;31;37;30;34;46;31;28;34;34;33;23;21;39;35;31;31;29;31;41;33;30;30;25;25;32;35;32;27;35;36;27;32;31;39;34;42;32;31;34;33;21;37;40;29;36;35;34;28;30;34;37;25;34;32;24;31;24;38;36;32;27;37;39;37;37;35;40;25;37;34;25;45;42;40;29;28;36;34;44;30;35;39;23;32;36;29;35;34;32;25;38;36;31;37;39;27;22;32;32;33;28;31;46;29;31;32;33;39;41;36;29;34;29;28;31;28;39;31;33;29;31;24;28;33;0;5411
6100;25;31;34;36;29;48;38;38;23;28;38;37;33;33;45;41;28;41;22;30;35;39;31;29;27;36;41;39;38;35;36;27;41;34;32;36;30;45;31;36;34;37;43;26;30;28;35;36;38;41;36;34;30;31;37;35;29;35;32;24;26;38;27;45;31;22;30;35;32;32;26;33;41;30;33;34;24;26;33;31;37;28;38;30;37;32;31;33;23;36;33;29;30;19;27;27;29;26;37;43;24;46;30;25;24;31;31;32;36;22;23;37;29;36;29;36;35;35;32;30;24;40;32;35;28;31;32;36;33;28;30;32;30;33;33;28;32;34;30;39;33;36;34;39;33;40;34;34;23;30;31;42;36;32;34;28;39;34;34;37;29;33;31;31;35;28;0;5434
6200;32;39;38;27;26;36;37;24;29;26;33;41;31;35;29;32;40;32;37;39;35;27;39;41;30;43;30;28;31;29;38;37;42;28;36;35;32;27;27;33;42;37;38;34;39;41;30;36;26;33;30;34;28;35;36;43;41;34;29;28;26;28;34;28;39;38;35;38;27;36;35;35;30;29;31;33;31;30;37;25;28;35;38;29;34;42;39;33;28;20;29;39;28;33;41;32;41;42;42;28;38;36;27;28;34;33;33;25;28;35;33;36;25;34;34;38;40;42;27;32;32;32;29;26;37;44;36;40;40;33;34;31;26;34;17;28;28;45;32;46;43;32;32;32;43;43;33;36;27;26;34;35;38;40;47;28;40;39;41;35;33;30;34;33;35;21;0;5589
6300;30;44;38;33;40;31;33;37;34;35;34;44;39;28;30;33;31;41;33;34;39;30;32;27;38;33;23;28;37;39;45;46;37;31;43;36;30;30;43;33;28;35;36;38;33;40;28;20;26;28;34;33;38;49;39;39;39;40;35;24;38;21;24;33;33;34;31;25;36;32;22;35;29;26;31;28;46;33;33;33;38;33;40;46;36;25;36;31;31;29;36;30;25;39;32;26;35;33;27;31;41;32;41;35;36;30;30;31;41;36;29;36;35;32;33;40;25;28;42;42;29;33;40;38;32;37;41;33;34;33;32;41;46;26;44;21;36;32;27;38;26;41;35;40;37;26;40;26;28;37;28;34;30;31;31;31;33;37;38;25;29;27;36;41;44;35;0;5620
6400;36;33;22;27;31;35;40;38;30;38;22;40;27;34;21;28;41;27;24;35;36;30;27;45;43;38;33;28;31;35;46;39;44;35;36;49;34;40;40;22;36;42;25;39;34;34;25;34;30;40;30;36;44;27;45;25;30;34;37;38;26;28;34;26;47;24;31;28;32;35;40;27;37;32;35;46;42;28;23;27;31;34;39;40;39;23;27;28;39;31;41;37;34;27;26;37;32;40;32;35;37;20;26;37;26;25;23;37;36;27;32;40;32;40;38;40;29;24;43;38;35;34;44;35;38;42;40;29;35;29;34;38;25;28;29;32;29;44;42;35;29;37;25;34;29;34;28;34;36;33;42;26;35;40;32;36;38;25;40;31;18;31;30;45;30;34;0;5564
6500;38;28;21;35;39;30;34;36;29;30;18;33;28;23;29;34;36;29;24;30;27;38;49;32;33;23;34;37;32;27;22;33;35;42;40;28;33;29;38;38;27;30;28;37;36;27;34;30;26;32;20;33;24;36;41;36;35;34;26;35;38;28;31;31;40;39;41;23;32;34;29;29;28;29;42;25;30;37;45;34;30;29;38;27;21;36;30;43;34;24;29;29;25;33;32;35;25;37;31;44;38;40;32;34;32;34;39;37;34;45;37;29;41;29;28;32;40;35;36;31;29;35;40;31;30;30;32;28;20;32;38;42;37;50;27;41;35;31;35;37;38;21;38;39;30;30;37;32;27;36;23;32;33;44;28;28;34;23;31;31;28;28;22;39;42;22;0;5397
6600;41;18;35;40;34;28;28;41;29;46;30;43;22;33;28;29;32;36;31;33;26;30;29;26;32;31;33;28;30;38;31;40;38;29;39;27;36;33;34;26;36;24;30;30;46;31;35;35;31;28;30;28;24;34;45;38;30;44;33;40;30;39;32;28;23;24;45;38;24;23;30;34;42;22;31;39;30;38;23;32;28;46;42;38;30;34;37;27;26;44;27;34;23;43;26;26;37;34;39;32;33;29;27;32;45;31;32;33;39;42;34;35;29;26;29;36;36;30;36;34;30;36;35;38;37;35;38;27;30;31;34;37;41;39;30;26;22;35;37;41;27;39;28;27;28;41;22;29;39;31;30;40;47;54;27;24;26;28;32;44;26;34;27;35;31;32;0;5460
6700;37;37;27;41;33;23;32;38;22;34;27;36;34;33;39;41;27;36;34;38;35;39;29;32;30;37;32;29;25;34;36;32;24;32;29;29;25;32;38;28;32;38;32;40;35;29;22;34;18;26;37;35;28;30;37;27;31;32;34;29;38;33;35;35;32;30;27;36;20;32;34;27;39;29;36;24;30;26;28;29;30;34;33;38;33;36;35;38;26;38;36;33;38;27;41;28;28;25;39;37;28;29;26;40;31;35;26;35;37;40;27;21;34;27;32;23;34;27;23;37;41;23;26;25;42;34;39;35;41;24;18;30;34;37;28;40;29;30;35;32;38;30;43;42;35;32;24;40;37;36;26;42;36;36;35;29;26;29;25;34;39;28;32;31;36;45;0;5356
6800;24;30;32;41;30;31;41;27;32;37;35;39;32;31;30;32;29;36;42;36;47;23;29;38;37;31;27;29;26;41;33;37;40;29;41;29;40;33;43;47;36;37;29;31;33;27;34;29;35;35;32;33;49;22;38;27;41;44;35;29;41;45;23;37;19;35;31;26;28;37;32;37;34;34;31;37;26;36;29;36;37;35;33;35;40;36;32;25;28;30;30;23;35;32;28;21;38;31;26;27;25;35;33;29;35;36;40;38;29;38;34;27;30;24;36;30;33;35;34;36;39;33;28;35;38;37;47;33;32;33;37;35;38;34;41;41;31;36;33;32;28;39;22;36;35;46;35;31;37;44;31;27;37;32;34;31;27;30;30;38;37;28;27;30;34;28;0;5543
6900;30;35;28;25;36;33;28;31;30;35;41;38;31;29;46;43;45;24;28;28;38;39;38;38;29;42;35;43;32;39;35;39;28;30;26;36;33;31;31;25;29;32;30;24;26;29;34;25;37;28;42;34;21;40;39;35;32;41;29;36;33;33;36;25;20;32;39;37;33;36;36;38;36;31;41;28;29;31;27;37;28;25;39;30;36;25;41;49;32;33;31;34;25;37;40;32;33;32;34;46;36;41;40;42;47;41;30;39;31;30;27;29;27;34;29;45;41;33;29;34;30;32;31;42;31;20;48;20;36;33;38;39;44;25;39;34;31;36;33;27;37;39;37;28;30;27;32;39;26;37;29;44;31;26;41;35;35;39;35;29;29;26;33;35;27;34;0;5568
7000;34;28;32;31;41;28;29;34;35;36;34;28;34;40;47;23;38;29;32;35;36;24;29;30;35;32;24;31;33;35;26;28;29;32;35;24;36;34;32;37;35;35;35;36;40;36;40;35;27;34;33;40;34;33;35;39;27;36;32;27;41;42;38;42;30;37;33;36;24;32;27;34;33;33;28;36;38;28;18;26;26;26;41;27;35;26;32;32;41;39;19;24;35;35;34;41;33;32;25;22;32;30;34;29;29;37;44;30;26;39;31;38;43;39;31;24;34;25;38;36;31;28;40;36;33;37;37;30;27;30;27;35;41;36;27;33;28;38;43;30;26;30;33;40;38;21;28;27;41;31;42;42;28;38;44;29;25;35;40;29;39;32;44;31;32;31;0;5472
7100;36;37;37;28;43;36;31;31;34;34;33;18;43;35;30;34;42;39;37;31;38;31;33;26;39;34;36;32;39;36;36;31;26;26;35;38;30;29;29;38;32;35;42;30;35;28;35;34;31;30;30;25;37;29;41;32;27;40;37;30;27;26;29;31;35;37;25;33;36;39;28;30;27;43;34;33;43;26;38;34;26;27;43;41;33;36;38;37;42;28;29;41;41;21;34;28;41;32;37;39;30;37;35;26;29;37;38;40;29;35;37;30;36;33;32;39;32;31;28;23;44;28;30;31;46;27;41;30;29;40;35;37;35;30;39;35;43;32;27;45;26;38;36;36;26;30;26;30;41;36;39;40;43;39;39;34;27;26;27;29;34;42;36;39;28;36;0;5603
7200;36;38;30;35;32;34;37;35;30;37;42;33;28;39;24;43;29;31;37;32;33;37;23;30;29;38;34;32;41;43;34;35;36;32;31;31;45;30;40;25;23;36;41;29;32;37;27;34;34;33;41;34;33;30;42;32;27;32;35;34;25;38;26;30;32;43;37;37;29;40;26;40;44;30;27;37;33;38;36;28;35;34;31;35;25;35;35;29;20;35;27;36;33;42;35;32;37;26;39;45;42;31;35;41;23;32;36;22;22;39;40;27;41;46;30;31;37;47;35;33;46;30;42;25;27;23;42;26;31;22;34;29;36;34;34;26;36;36;37;25;41;23;32;20;23;46;32;35;17;24;30;27;41;25;34;21;38;34;33;28;44;31;29;30;28;28;0;5494
7300;33;32;27;35;31;30;30;33;36;28;24;31;37;35;36;38;34;34;36;37;37;37;48;33;39;18;28;30;27;39;44;27;39;44;35;27;43;34;30;41;20;34;29;42;30;27;39;40;30;34;27;32;30;29;45;34;44;48;35;40;42;39;37;30;24;35;34;33;23;42;42;40;29;40;37;30;38;27;27;34;31;35;22;39;41;44;32;32;36;28;37;30;28;25;26;33;29;29;34;42;29;26;31;36;32;31;35;29;36;36;32;32;30;39;33;26;30;36;39;30;28;35;45;36;31;48;37;31;34;43;45;41;38;26;32;36;30;22;33;27;29;31;35;47;39;37;46;23;42;32;26;31;41;38;35;33;32;26;27;25;26;39;34;36;34;40;0;5612
7400;32;33;41;36;33;38;30;35;27;36;33;37;32;29;33;27;28;33;33;30;32;26;44;34;22;28;44;35;35;46;33;37;34;34;33;40;27;29;29;28;24;32;29;24;34;33;45;32;27;36;40;29;35;42;44;34;37;31;32;27;39;36;24;36;41;29;33;34;48;28;31;31;28;36;32;36;22;28;34;33;31;31;30;21;33;26;45;35;24;25;42;30;34;35;35;44;33;36;34;33;29;24;33;42;44;38;33;31;28;36;41;34;32;42;31;29;35;27;30;42;39;31;37;38;40;27;44;38;20;43;27;34;31;35;24;28;24;31;35;22;39;37;40;43;31;43;30;31;37;21;28;25;27;39;43;27;41;40;41;32;26;32;35;38;22;41;0;5527
7500;31;29;38;43;33;29;34;28;38;29;25;35;28;39;32;37;50;30;42;42;33;26;36;28;29;36;39;36;35;26;31;34;36;35;36;34;37;32;25;37;33;23;24;34;36;23;33;27;38;30;25;37;28;35;41;40;33;43;31;35;35;26;32;32;23;47;22;38;31;33;38;42;30;25;39;37;31;28;35;37;30;25;40;38;27;34;38;45;37;28;32;33;27;39;32;26;43;33;30;40;31;37;27;34;32;35;37;35;37;28;35;33;39;32;41;31;19;49;40;35;41;29;35;35;33;36;36;32;31;29;31;30;35;34;24;25;37;35;37;30;38;26;35;36;44;35;34;44;41;29;25;32;35;35;35;36;38;32;37;27;41;31;33;36;24;43;0;5584
7600;34;41;19;30;34;40;29;35;36;30;42;37;32;45;28;32;41;37;30;34;40;31;28;32;23;35;27;37;33;28;35;23;39;32;25;39;25;31;40;42;39;26;37;32;30;36;39;40;35;42;38;32;38;35;32;23;35;34;33;21;44;27;30;28;36;42;34;30;43;28;25;27;38;31;39;36;35;40;34;34;36;35;33;32;33;50;34;46;29;30;33;37;45;32;39;36;32;35;43;35;42;26;33;40;34;27;47;44;30;44;23;35;30;26;39;31;29;36;34;36;46;31;33;41;32;38;57;27;39;29;36;46;29;37;25;29;41;35;39;26;33;47;32;35;35;25;40;35;33;29;29;30;32;39;35;38;36;37;35;32;39;31;42;32;28;41;0;5716
7700;32;33;27;35;19;39;31;35;37;34;27;33;30;29;32;29;33;40;41;44;27;34;30;27;25;36;32;40;23;36;33;38;34;34;27;47;27;31;31;26;23;29;30;16;36;31;33;28;28;32;33;29;34;35;28;36;36;32;29;31;31;33;22;36;34;28;38;33;39;38;31;35;36;37;31;41;39;41;32;34;30;31;34;21;36;32;38;35;37;34;38;36;39;28;20;26;34;38;36;33;40;32;32;35;40;42;25;36;39;30;40;31;27;23;38;37;35;40;32;31;34;33;28;25;44;33;39;31;34;29;25;34;30;37;41;24;30;39;35;19;35;33;38;30;40;27;38;31;23;44;29;26;38;44;40;31;41;35;33;37;20;45;42;34;27;23;0;5465
7800;38;27;38;30;39;33;34;31;32;31;35;33;51;31;37;31;32;35;25;38;23;39;32;33;34;33;37;30;36;37;33;38;37;29;28;27;29;33;37;26;35;30;29;23;35;30;30;37;26;35;32;43;31;28;36;43;38;52;29;41;36;35;41;30;27;36;34;33;31;31;27;21;42;29;38;25;33;43;35;28;32;33;38;31;33;24;39;36;38;32;40;33;31;39;39;38;42;32;35;36;44;41;35;42;31;33;18;34;34;27;25;31;33;34;29;32;34;40;30;26;29;38;41;40;37;40;39;31;27;45;39;38;31;39;33;32;28;32;25;32;40;44;46;32;27;24;33;40;27;24;40;27;23;31;22;39;37;31;30;42;41;25;31;30;33;31;0;5570
7900;40;42;40;43;37;38;38;34;39;40;26;29;27;39;47;29;31;34;44;34;29;28;41;34;36;29;30;33;35;30;31;24;33;42;31;36;32;26;28;31;31;22;27;30;35;30;17;24;31;41;36;40;36;41;30;30;40;33;33;30;37;32;32;35;40;32;35;40;26;34;35;42;31;32;32;35;43;33;30;35;34;32;31;30;40;32;32;40;40;29;31;34;26;39;22;26;24;33;35;33;25;36;35;27;39;28;25;37;37;35;38;31;33;34;30;35;26;21;25;43;33;32;39;31;47;30;45;35;32;37;48;28;43;30;34;27;33;26;35;28;22;29;27;37;43;30;27;33;28;33;38;34;36;46;35;43;25;27;29;35;24;32;36;25;33;40;0;5521
8000;39;35;29;24;33;22;36;36;33;27;38;30;30;35;30;43;27;29;28;24;40;44;29;43;40;26;33;27;40;23;31;39;28;25;26;29;30;31;33;36;45;33;34;38;24;35;37;21;38;30;40;29;31;28;40;28;25;47;30;38;39;38;29;35;29;28;27;29;49;27;41;35;24;45;33;37;48;30;39;36;25;38;32;29;38;31;23;38;43;43;40;41;30;25;32;28;42;29;30;28;27;28;35;29;35;34;33;32;35;25;33;34;24;26;22;31;29;42;25;32;40;29;38;32;34;26;33;29;33;32;39;33;34;34;30;24;40;44;46;37;29;36;26;43;42;26;34;33;40;39;33;40;31;29;36;39;31;38;35;29;36;30;26;29;34;30;0;5487
8100;24;34;30;39;28;28;44;31;36;26;28;33;31;28;31;39;35;22;24;33;37;31;28;38;29;39;36;36;28;39;30;39;45;27;36;33;32;26;36;33;24;35;41;31;23;29;35;28;34;28;29;25;35;35;31;42;38;40;30;35;31;38;23;31;30;28;29;41;32;38;41;38;33;43;32;40;35;30;29;33;40;38;41;26;28;28;43;26;39;37;34;39;25;35;29;31;36;36;29;33;34;37;33;31;27;39;35;37;28;23;36;40;37;37;40;28;32;23;37;30;42;36;31;26;34;30;40;31;27;30;31;31;45;31;31;22;38;31;33;39;32;29;34;30;37;41;42;30;24;31;43;38;42;32;27;25;30;33;34;32;31;31;42;37;28;31;0;5487
8200;33;32;33;32;34;27;27;23;21;34;36;33;36;32;34;28;31;29;27;22;30;29;31;29;32;38;29;18;35;35;32;41;31;25;24;39;35;24;32;23;30;16;30;31;31;31;22;22;37;30;44;30;31;32;29;33;30;38;34;33;36;31;32;33;40;38;32;38;29;36;34;36;37;34;34;29;32;29;36;30;30;22;25;34;25;30;32;23;24;41;25;28;29;31;37;41;44;29;39;32;32;25;33;41;35;45;35;22;40;34;36;27;44;32;28;32;33;35;31;24;30;26;26;29;28;32;36;32;30;40;39;23;42;36;37;36;31;43;26;34;30;34;36;30;24;48;35;45;36;35;24;27;29;39;37;41;33;32;34;35;27;28;36;27;36;25;0;5310
8300;41;30;28;36;44;44;30;34;35;47;36;37;28;39;27;33;22;31;32;34;33;39;45;33;40;27;26;44;29;22;32;33;27;36;32;40;39;31;34;35;38;28;33;38;32;46;26;23;28;42;27;30;27;34;38;32;35;42;39;27;32;25;35;32;33;36;40;38;34;31;26;29;32;28;34;29;24;34;40;34;34;32;26;31;31;34;31;35;30;26;35;26;37;26;40;39;29;26;28;40;18;36;32;31;31;34;31;34;39;29;37;30;27;30;29;37;23;30;31;36;40;36;30;28;33;34;37;32;28;32;28;40;28;35;42;31;29;30;35;36;37;31;34;38;29;31;28;34;34;32;38;40;29;42;30;36;24;35;31;32;24;33;25;30;24;34;1;5437
8400;40;32;29;39;23;38;32;27;38;37;35;49;27;44;39;33;33;39;33;24;26;34;29;30;27;32;33;39;37;39;30;25;31;42;39;30;40;40;31;28;32;29;40;31;39;44;30;26;33;30;41;34;35;28;37;41;34;37;46;38;34;48;30;33;27;31;29;30;29;30;34;23;38;35;28;35;37;31;29;36;32;25;33;41;36;28;29;36;43;31;25;34;25;28;35;27;32;26;39;32;47;28;28;23;17;37;36;44;32;23;28;34;41;31;29;31;32;32;25;33;33;33;29;36;36;32;38;26;43;29;34;42;34;38;38;39;34;26;33;34;26;28;40;29;34;35;43;27;46;30;25;37;41;34;33;25;30;27;28;37;31;31;33;37;30;29;1;5507
8500;34;39;39;29;36;42;28;33;31;37;21;38;32;24;26;35;33;32;30;30;33;30;28;37;48;34;44;43;31;34;32;28;35;36;36;31;26;37;26;31;26;37;30;34;40;34;32;29;32;34;38;28;27;35;39;35;39;33;38;37;31;31;28;38;29;29;24;40;42;36;33;44;21;32;36;37;40;31;47;28;33;34;37;40;39;32;38;41;38;34;27;32;25;43;30;38;37;20;33;30;33;38;41;30;39;31;35;34;32;27;38;39;36;34;45;31;36;21;36;32;37;32;30;30;25;38;29;38;34;34;44;31;42;24;28;32;30;27;29;24;38;28;27;30;29;30;24;29;33;31;29;26;30;40;38;28;32;21;34;28;33;33;26;47;45;34;2;5515
8600;51;38;29;36;29;29;34;31;34;29;33;41;30;29;37;26;21;44;38;32;37;40;41;33;39;33;45;31;29;38;27;28;31;40;34;34;19;44;32;29;34;29;39;23;31;26;29;35;30;39;32;32;32;37;26;28;27;30;33;24;34;31;39;33;35;37;39;32;25;33;33;39;31;31;34;29;28;31;33;27;28;43;33;35;28;31;31;31;39;45;30;32;32;32;27;31;41;37;39;33;38;42;26;28;29;42;43;29;35;34;30;23;34;27;35;25;40;27;38;38;32;26;31;39;29;37;40;25;42;21;34;37;38;28;32;35;38;40;23;24;38;37;32;34;26;36;36;39;41;49;29;35;25;28;33;24;34;44;29;34;30;38;37;30;34;27;8;5504
8700;41;38;34;28;32;28;25;32;34;34;30;32;32;32;33;40;39;35;33;39;37;27;24;35;44;35;32;37;22;38;32;21;34;34;38;30;37;35;31;44;41;39;29;33;46;33;28;35;30;26;26;34;30;26;41;44;29;42;35;27;37;35;39;33;38;34;48;27;31;34;40;31;22;25;33;36;34;35;27;44;43;29;31;20;30;39;26;25;36;26;36;37;34;34;32;26;33;30;38;31;32;28;32;41;32;27;31;29;36;45;39;34;30;34;41;31;33;35;38;35;33;39;23;44;33;26;32;39;30;36;31;38;32;24;32;33;30;34;35;26;33;35;38;26;26;33;30;37;46;35;37;39;30;41;19;31;22;36;33;36;29;29;32;27;32;33;8;5517
8800;42;39;30;37;42;23;24;36;29;27;43;33;35;30;34;28;47;34;22;33;25;30;27;35;34;32;32;43;31;28;36;33;24;41;36;46;30;30;32;39;36;38;29;30;31;33;28;36;44;37;36;28;31;33;29;32;43;42;34;38;35;32;38;16;51;40;35;31;20;25;46;30;33;38;40;26;44;41;30;26;36;40;28;40;33;39;22;34;44;28;40;36;33;40;33;32;27;41;34;39;31;26;32;23;29;30;36;33;21;42;23;20;31;25;44;29;41;34;33;31;37;30;26;31;29;35;33;41;25;33;34;29;34;47;28;32;37;33;45;32;29;33;40;38;36;33;35;33;26;38;40;32;30;34;40;41;28;36;26;32;27;40;35;40;36;35;13;5587
8900;40;29;34;29;31;44;30;34;33;31;42;37;34;23;43;36;29;22;36;43;28;32;27;37;38;30;27;31;40;41;26;42;31;42;40;25;31;46;31;30;29;45;34;32;26;31;39;26;32;30;26;32;29;29;35;44;33;34;29;28;28;38;41;28;44;39;28;33;31;44;33;29;29;33;23;37;29;34;31;47;29;28;22;33;42;41;32;42;35;32;40;28;34;38;37;28;36;30;32;26;33;30;38;25;24;46;37;31;33;49;35;22;32;35;26;29;17;31;27;33;35;24;45;41;34;34;30;38;29;28;42;31;41;29;38;30;40;26;32;38;26;28;36;26;21;30;42;31;39;33;36;29;28;33;39;24;31;32;24;34;37;24;32;22;34;28;7;5466
9000;21;35;33;31;34;37;32;29;40;30;33;33;31;33;29;29;37;37;22;29;28;32;39;26;38;20;29;34;34;33;32;25;33;28;33;30;22;36;39;28;32;34;34;38;29;35;30;34;37;29;28;29;26;33;35;33;32;38;35;40;37;30;38;41;37;33;48;25;35;37;38;34;27;31;32;34;40;36;38;33;27;46;34;33;29;25;34;34;27;36;37;22;31;36;42;37;37;28;36;39;16;30;25;32;48;41;40;33;33;38;17;45;20;39;37;39;38;35;31;40;37;39;33;30;32;36;36;37;25;30;23;43;44;33;34;32;32;43;41;30;34;35;31;36;35;33;43;35;32;42;26;25;38;31;25;25;32;35;41;26;31;30;42;25;32;33;5;5514
9100;25;28;34;32;35;43;28;25;38;26;28;31;35;37;31;34;38;27;29;36;40;37;30;30;41;30;35;37;45;25;31;35;27;35;33;28;39;26;21;26;26;30;30;31;31;38;34;47;31;21;29;35;32;33;34;29;33;47;28;40;37;27;31;20;38;35;33;37;42;37;33;37;33;25;38;34;34;33;35;28;27;26;24;34;30;33;25;36;37;28;35;32;36;32;32;30;37;27;38;46;35;36;39;25;41;28;36;30;42;40;33;32;37;29;34;44;32;35;19;38;25;26;32;39;33;36;41;28;30;28;27;32;38;27;34;31;38;41;43;28;39;32;19;23;33;35;36;36;33;30;36;41;28;45;29;28;27;23;36;33;51;30;21;38;37;30;1;5454
9200;34;33;26;31;29;40;46;40;34;29;35;43;28;37;25;22;40;37;37;43;27;35;25;34;28;33;32;28;38;30;33;39;30;23;31;32;34;35;30;43;42;45;19;39;20;32;28;32;27;36;36;30;35;38;52;34;38;22;36;49;34;27;30;21;35;37;28;22;34;30;40;35;42;27;32;46;34;42;27;28;36;32;27;33;33;31;34;24;34;32;31;33;26;24;29;33;31;33;25;29;36;34;33;23;35;37;25;28;34;31;39;33;47;46;26;38;30;39;36;27;26;50;34;29;34;28;36;27;36;37;36;42;36;28;26;26;29;31;38;31;42;29;33;32;37;37;39;42;27;31;29;38;30;35;28;41;25;38;32;38;30;23;26;40;37;35;2;5493
9300;30;31;40;38;26;41;32;37;33;28;22;29;27;36;38;28;35;38;31;32;34;46;28;40;29;30;30;34;12;34;28;34;34;21;26;26;41;40;22;29;32;28;29;39;30;24;41;34;34;30;50;43;29;45;35;28;44;45;33;30;31;34;33;32;27;33;28;35;29;35;36;29;28;26;30;36;30;27;35;38;39;36;35;31;34;35;34;40;33;32;35;31;28;39;39;35;32;40;35;34;31;33;39;38;30;34;31;41;38;37;37;40;41;37;29;35;31;30;27;28;31;40;36;35;47;35;34;39;36;30;39;25;32;35;38;30;41;39;31;43;33;24;27;34;31;27;19;40;42;28;34;34;44;34;26;37;27;34;30;31;40;38;30;27;33;25;0;5534
9400;25;32;30;23;32;26;30;36;29;32;40;33;38;41;29;25;44;35;30;31;38;22;26;27;29;37;35;34;25;41;43;37;34;34;26;35;32;34;45;32;39;37;30;28;34;23;35;34;35;31;28;34;29;28;43;43;38;44;40;41;33;22;32;24;36;26;41;29;30;23;35;33;28;28;42;25;31;30;33;49;27;27;19;40;31;35;24;25;30;40;26;34;30;31;36;31;35;33;24;36;35;37;40;27;33;31;27;29;34;33;38;37;32;28;30;33;35;34;47;27;35;28;30;35;28;37;44;20;32;34;32;32;42;46;27;28;32;33;42;38;35;28;35;29;26;39;36;37;39;25;34;33;26;38;31;37;33;36;26;26;31;33;30;39;36;29;0;5434
9500;36;28;24;30;32;35;40;35;32;31;28;27;39;28;27;34;27;28;36;34;29;34;27;17;28;29;37;40;40;30;32;32;33;32;38;33;37;31;26;37;30;23;28;32;25;46;33;30;46;42;29;40;33;31;31;33;27;37;35;36;46;31;37;22;44;39;30;37;38;30;29;37;36;31;37;40;30;30;27;29;29;44;31;42;30;30;24;24;44;38;29;43;22;29;34;39;36;38;29;32;37;27;34;26;34;28;26;33;33;41;27;30;42;41;43;28;30;38;41;32;27;37;28;23;30;31;35;29;42;41;27;41;36;39;34;30;26;34;35;42;35;34;34;36;37;35;30;29;32;33;25;29;33;40;36;29;36;34;33;32;33;39;23;30;41;35;1;5489
9600;38;36;43;30;32;35;31;40;35;33;38;43;37;26;35;37;41;27;27;36;29;42;30;36;25;39;32;32;36;39;23;33;43;38;32;37;48;31;34;34;40;24;23;42;25;28;37;43;36;20;38;37;35;31;39;41;30;36;27;28;36;40;26;45;32;30;33;35;20;34;30;28;38;29;33;40;22;37;46;36;28;47;25;27;26;28;30;29;34;40;24;40;40;30;43;30;48;40;32;42;27;37;33;38;28;36;35;31;25;33;28;41;38;21;29;44;22;37;43;28;44;38;27;33;35;33;42;37;32;47;42;40;34;26;20;32;28;32;34;41;35;26;27;37;27;31;34;44;29;27;28;32;29;33;28;41;32;36;34;36;36;38;27;31;29;32;0;5596
9700;34;35;40;37;33;31;43;36;32;43;33;36;35;34;29;38;34;30;41;34;30;28;32;35;36;24;30;24;40;27;39;42;32;27;38;31;39;38;31;31;41;26;33;25;36;30;39;32;30;26;24;28;31;32;37;33;26;42;42;29;30;32;31;33;30;39;25;28;30;32;34;23;34;31;34;42;38;26;31;38;35;37;34;32;31;24;27;31;39;34;30;33;40;36;34;26;30;29;31;36;23;30;49;37;32;34;46;31;32;32;29;42;31;28;34;34;35;33;33;27;27;34;40;29;37;26;42;29;34;39;24;28;28;36;33;21;53;39;29;31;31;36;36;28;33;39;36;26;34;32;28;28;42;50;39;41;36;25;28;30;29;33;32;34;34;41;0;5506
9800;28;37;31;32;46;31;29;34;26;27;33;33;34;40;38;33;31;40;38;30;37;33;35;48;26;42;37;32;43;38;38;32;24;29;32;34;30;27;31;30;32;34;39;25;43;34;34;29;28;34;38;35;30;27;36;34;46;42;29;27;30;39;33;32;38;39;37;28;34;38;36;32;33;23;36;46;24;27;38;26;34;34;26;20;39;31;39;41;43;35;30;48;35;31;28;28;24;35;28;36;44;36;24;29;34;38;26;35;25;32;25;34;28;30;30;32;39;41;39;34;31;31;22;40;31;42;37;40;26;33;36;42;36;36;35;34;34;54;31;33;28;38;32;40;38;31;41;44;30;29;31;25;31;29;30;33;29;33;44;31;36;27;34;38;39;37;0;5596
